7
1000,4
1001,4
1002,1
1003,2
1004,3
1005,5
1006,1
40
100,6
1006,1
1004,5
1002,5
1000,1
1001,3
1003,1
101,3
1004,1
1001,3
1005,2
102,7
1006,1
1002,4
1003,4
1005,1
1000,3
1001,4
1004,1
103,7
1002,3
1003,4
1006,2
1005,3
1001,1
1000,2
1004,1
104,2
1000,3
1006,1
105,7
1000,2
1002,4
1003,4
1005,1
1004,1
1006,4
1001,3
106,5
1005,4
1000,2
1006,4
1004,3
1002,1
107,5
1006,1
1002,3
1000,1
1003,5
1001,4
108,2
1002,2
1004,1
109,5
1001,2
1002,2
1006,4
1000,3
1004,3
110,2
1002,2
1005,2
111,2
1004,1
1005,1
112,2
1004,2
1003,3
113,1
1003,2
114,2
1002,2
1003,2
115,5
1003,2
1004,4
1002,4
1005,3
1001,1
116,1
1001,2
117,1
1000,2
118,7
1001,2
1002,4
1000,4
1003,5
1006,3
1004,1
1005,1
119,4
1003,5
1005,3
1001,2
1000,1
120,6
1006,4
1003,3
1002,1
1001,2
1000,2
1005,3
121,3
1001,3
1004,1
1005,4
122,1
1002,1
123,6
1000,3
1004,4
1002,1
1005,1
1001,3
1003,2
124,6
1005,4
1003,3
1000,1
1002,3
1004,1
1001,1
125,6
1002,3
1003,5
1004,1
1006,2
1000,5
1005,1
126,4
1006,3
1004,4
1005,3
1002,1
127,3
1004,1
1002,1
1000,5
128,3
1005,5
1004,2
1000,1
129,3
1001,4
1004,3
1000,1
130,5
1005,2
1003,1
1000,5
1001,3
1002,2
131,7
1004,3
1000,2
1006,1
1003,1
1001,2
1005,3
1002,5
132,7
1000,1
1003,4
1004,3
1005,1
1001,1
1006,5
1002,3
133,4
1006,1
1001,4
1003,3
1005,2
134,1
1006,1
135,5
1005,2
1004,1
1006,5
1001,2
1000,3
136,1
1004,2
137,1
1003,1
138,6
1000,4
1006,2
1002,2
1005,3
1004,5
1001,1
139,6
1004,1
1001,3
1005,2
1006,3
1003,5
1002,2
