3
1000,4
1001,14
1002,10
30
100,1
1002,2
101,2
1002,2
1000,2
102,3
1002,5
1000,1
1001,2
103,1
1000,1
104,3
1002,3
1001,1
1000,2
105,2
1002,4
1001,1
106,1
1000,1
107,2
1002,1
1000,4
108,3
1002,2
1001,4
1000,1
109,2
1001,2
1002,2
110,2
1001,1
1002,2
111,3
1001,2
1000,3
1002,3
112,1
1000,1
113,1
1002,1
114,3
1002,5
1001,1
1000,1
115,3
1001,1
1002,1
1000,3
116,2
1002,2
1000,2
117,1
1000,1
118,3
1001,1
1000,1
1002,5
119,3
1002,3
1001,1
1000,4
120,1
1002,1
121,3
1000,5
1002,2
1001,1
122,2
1001,3
1000,1
123,3
1000,1
1002,1
1001,5
124,2
1000,2
1001,3
125,2
1002,2
1001,2
126,1
1001,1
127,2
1001,1
1000,1
128,1
1000,1
129,3
1002,2
1000,2
1001,2
