9
1000,4
1001,1
1002,4
1003,1
1004,2
1005,4
1006,5
1007,5
1008,4
20
100,2
1000,1
1001,1
101,6
1001,2
1005,4
1002,5
1006,2
1007,3
1003,1
102,2
1006,3
1005,2
103,1
1002,2
104,3
1008,4
1004,2
1007,1
105,5
1008,2
1007,3
1003,2
1000,4
1005,2
106,1
1003,1
107,1
1001,1
108,7
1003,2
1008,5
1000,5
1004,5
1006,1
1007,1
1002,1
109,7
1000,4
1001,3
1004,3
1003,4
1002,1
1008,4
1006,1
110,6
1006,3
1008,3
1001,3
1003,3
1005,2
1007,3
111,3
1003,5
1002,1
1000,2
112,4
1003,5
1006,3
1005,1
1000,2
113,2
1008,1
1005,4
114,1
1000,1
115,5
1002,4
1003,2
1007,1
1006,2
1008,3
116,3
1001,3
1002,4
1005,1
117,4
1000,5
1004,4
1007,1
1001,1
118,3
1001,1
1003,2
1006,4
119,6
1000,1
1008,3
1006,3
1004,1
1001,1
1007,5
