4
1000,16
1001,5
1002,19
1003,28
100
100,3
1001,3
1003,1
1002,4
101,3
1001,2
1002,4
1000,2
102,3
1001,5
1003,1
1002,2
103,4
1002,3
1001,1
1000,1
1003,2
104,4
1003,5
1000,1
1001,4
1002,1
105,3
1003,5
1001,2
1000,1
106,1
1000,2
107,2
1001,2
1003,1
108,3
1003,3
1002,2
1000,3
109,2
1002,1
1001,1
110,4
1000,3
1001,1
1002,4
1003,3
111,3
1003,3
1000,3
1001,1
112,2
1002,4
1000,1
113,1
1001,1
114,1
1001,2
115,2
1000,2
1003,1
116,3
1000,3
1003,2
1002,1
117,1
1001,2
118,4
1000,4
1002,1
1001,4
1003,2
119,4
1002,5
1000,2
1001,2
1003,2
120,3
1003,4
1002,2
1001,1
121,4
1002,2
1000,1
1001,2
1003,4
122,3
1003,1
1002,3
1000,3
123,2
1002,1
1003,1
124,2
1002,3
1000,2
125,2
1001,2
1003,3
126,1
1000,2
127,3
1000,3
1003,1
1002,2
128,2
1002,1
1000,1
129,2
1000,3
1002,2
130,4
1002,1
1003,5
1001,4
1000,1
131,2
1002,2
1000,2
132,1
1002,2
133,4
1000,4
1002,1
1003,3
1001,2
134,3
1001,2
1000,3
1003,2
135,2
1000,1
1003,4
136,4
1002,5
1000,3
1003,2
1001,1
137,3
1002,1
1000,5
1001,2
138,3
1000,2
1002,2
1001,3
139,1
1003,1
140,2
1003,3
1002,1
141,2
1003,1
1002,1
142,1
1000,1
143,2
1001,4
1003,1
144,2
1000,4
1002,1
145,3
1003,5
1000,2
1001,1
146,1
1002,2
147,4
1003,2
1000,1
1001,1
1002,1
148,3
1003,5
1002,1
1001,2
149,2
1000,4
1001,1
150,1
1003,2
151,4
1001,3
1000,2
1002,1
1003,5
152,2
1003,2
1002,3
153,1
1003,1
154,4
1003,1
1001,3
1000,3
1002,1
155,2
1001,4
1000,1
156,2
1000,1
1003,3
157,4
1001,2
1003,2
1000,3
1002,3
158,2
1000,4
1002,1
159,1
1001,1
160,1
1003,2
161,1
1002,1
162,4
1001,4
1003,3
1000,3
1002,1
163,1
1001,1
164,4
1003,1
1000,1
1001,4
1002,2
165,3
1000,3
1003,1
1001,2
166,2
1003,4
1002,1
167,1
1000,2
168,1
1001,2
169,1
1003,2
170,4
1003,5
1002,1
1000,2
1001,2
171,4
1002,3
1000,2
1001,3
1003,2
172,2
1001,4
1002,1
173,3
1001,4
1002,3
1003,1
174,4
1003,4
1002,5
1000,1
1001,1
175,1
1003,2
176,2
1002,1
1000,3
177,4
1003,1
1001,3
1002,1
1000,5
178,2
1003,2
1000,2
179,3
1003,2
1001,5
1002,1
180,1
1000,1
181,3
1002,5
1003,1
1000,1
182,2
1003,2
1000,3
183,3
1000,5
1001,1
1003,2
184,4
1003,1
1002,3
1001,1
1000,4
185,3
1001,4
1003,3
1002,1
186,1
1002,2
187,2
1002,4
1000,1
188,4
1000,2
1002,5
1003,3
1001,1
189,3
1002,4
1000,1
1003,2
190,1
1000,1
191,1
1003,1
192,4
1000,2
1002,3
1001,3
1003,3
193,1
1000,1
194,2
1003,3
1001,1
195,3
1000,5
1001,2
1003,1
196,3
1001,2
1003,5
1002,1
197,3
1001,1
1002,3
1003,2
198,1
1002,2
199,3
1001,3
1003,1
1002,2
