8
1000,1
1001,5
1002,2
1003,4
1004,2
1005,2
1006,5
1007,5
40
100,5
1006,1
1003,1
1005,4
1000,2
1007,3
101,3
1005,3
1007,4
1002,1
102,3
1002,1
1000,1
1006,1
103,1
1007,2
104,2
1001,4
1000,1
105,2
1005,4
1006,1
106,6
1007,4
1005,1
1001,3
1003,2
1006,1
1000,4
107,4
1003,1
1005,5
1006,2
1002,3
108,7
1001,5
1007,1
1004,1
1000,4
1005,5
1006,1
1003,3
109,3
1000,1
1004,5
1007,1
110,4
1000,4
1002,3
1004,2
1001,1
111,4
1004,2
1001,5
1002,2
1000,1
112,1
1007,1
113,3
1004,1
1001,2
1006,4
114,1
1007,1
115,4
1007,2
1001,1
1003,3
1002,5
116,3
1004,2
1006,2
1003,2
117,3
1006,1
1002,4
1005,1
118,1
1005,2
119,2
1003,2
1001,2
120,4
1006,4
1007,2
1005,2
1004,3
121,1
1007,1
122,6
1007,5
1002,1
1004,2
1006,3
1001,1
1003,3
123,6
1003,5
1005,1
1006,1
1000,1
1007,1
1001,5
124,5
1004,1
1000,2
1007,5
1002,3
1006,1
125,7
1001,5
1006,3
1007,1
1002,1
1000,3
1003,5
1004,1
126,7
1000,3
1001,2
1004,3
1007,4
1005,4
1002,2
1003,2
127,1
1007,2
128,1
1004,1
129,7
1005,1
1002,1
1004,1
1003,2
1006,1
1000,2
1007,5
130,6
1003,3
1005,1
1007,1
1000,3
1006,1
1004,2
131,2
1001,1
1003,3
132,5
1006,1
1002,2
1005,2
1004,1
1003,1
133,5
1002,1
1003,5
1006,3
1005,1
1004,2
134,3
1002,2
1003,3
1000,2
135,6
1001,1
1005,5
1003,2
1002,5
1004,3
1000,1
136,5
1004,1
1002,1
1003,2
1001,5
1006,5
137,6
1004,4
1000,4
1002,3
1006,3
1005,1
1001,1
138,5
1003,5
1006,1
1005,3
1007,4
1002,1
139,7
1004,3
1000,5
1002,1
1005,3
1007,4
1003,2
1006,2
