11
1000,2
1001,2
1002,1
1003,4
1004,3
1005,5
1006,1
1007,5
1008,4
1009,3
1010,4
40
100,6
1004,4
1010,4
1000,3
1009,3
1007,1
1005,1
101,4
1005,2
1009,4
1007,3
1004,2
102,1
1004,1
103,3
1001,1
1008,2
1009,5
104,5
1000,3
1005,3
1003,2
1004,1
1010,2
105,7
1009,3
1006,5
1005,2
1010,1
1000,4
1004,1
1008,1
106,4
1003,2
1000,4
1010,3
1004,2
107,6
1005,4
1004,3
1002,4
1000,1
1009,1
1003,4
108,4
1005,3
1009,4
1002,2
1010,2
109,1
1001,2
110,5
1002,4
1009,2
1006,2
1001,3
1008,3
111,1
1006,1
112,6
1002,1
1005,1
1007,4
1003,4
1009,4
1008,1
113,5
1001,1
1002,3
1000,3
1008,2
1006,5
114,7
1005,1
1001,2
1003,4
1002,1
1004,1
1009,3
1010,5
115,4
1003,3
1008,2
1000,4
1004,2
116,5
1006,2
1009,3
1003,5
1000,3
1008,1
117,1
1001,1
118,1
1010,1
119,6
1009,2
1007,1
1003,4
1006,3
1002,1
1004,5
120,6
1009,1
1003,1
1006,1
1010,4
1008,2
1001,3
121,6
1002,3
1000,3
1005,3
1009,3
1003,1
1007,4
122,7
1008,4
1003,4
1010,3
1002,4
1004,2
1006,2
1001,1
123,3
1002,3
1000,2
1009,3
124,3
1000,2
1010,3
1003,1
125,3
1009,5
1002,1
1006,1
126,7
1010,2
1005,5
1007,4
1006,4
1000,3
1009,1
1008,1
127,5
1003,3
1010,3
1009,4
1002,1
1006,3
128,1
1010,1
129,1
1004,2
130,2
1004,3
1003,2
131,3
1009,2
1001,2
1008,3
132,3
1002,4
1001,1
1004,1
133,7
1003,2
1004,3
1002,5
1010,1
1008,2
1005,4
1007,2
134,1
1005,1
135,2
1000,1
1009,4
136,1
1010,2
137,1
1008,2
138,4
1010,3
1002,2
1003,2
1000,1
139,7
1000,3
1005,2
1008,5
1001,1
1002,2
1006,3
1009,1
